Kategorie;mainDetailNumber;Bild;name;mainDetailEAN;mainDetailweight;Purchaseprice;pseudoprice;purchaseunitdetail;Menge;Gesamt;description_long;product_photos;product_attributes
1000 ml Flüssigseife-Refill;PF0101SL01LME;nan;Liquid Soap Marseille 1L Refill MEDITERRANEAN SEA;3551780000065;1000 ml;17,00 €;34,00 €;6;nan; 	-     ;Die Compagnie de Provence Liquid Marseille Soap Mediterranean Sea wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Mediterranean Sea Mit dem frischen Duft des Mittelmeers Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.;['https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTd7CtNudHCtr-41DLNi7kAx2nG6TyfSOIs00r_Rojrqu9eRx4v&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTJK2qlpnpxbfEAa5ubUGxe0mDU1v6gP-0OD54lYc1V8A9kokE&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTvRVLB4FG0-v3txEdpOoVD6qwFZ4UiK5SZurRlNYDiVxkFKH3Wr08rNXWH2ygFVDWVrlD01YSDPZa1zj9tnL7r9EhK1RddJw&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR-WvVDtsqXUCkMd7QceO1nLsaAQqkSR6gA6xscgIk5plnnEauSDotod2gOMf3hUnB5HIDlFpbWjKRFNlts9PyGmqqL_kPFUw&usqp=CAE'];{'Eigenschaften': 'Nachfüllpack, Feuchtigkeitsspendend'}
1000 ml Flüssigseife-Refill;PF0101SL01LLA;nan;Liquid Soap Marseille 1L Refill AROMATIC LAVENDER;3551780000058;1000 ml;17,00 €;34,00 €;6;nan; 	-     ;Die Compagnie de Provence Liquid Marseille Soap Aromatic Lavender wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Aromatic Lavender Mit dem aromatischen Duft von Lavendel Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.;['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS-c0ywCWEuQXsV9flliNw4YCtUovuDB6DsF_TzYgXi2aDW-i0&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT77DfD3WHhQvteTx-Y8a5Tp4DZyvx0xuCRYlIds7w6VCn6_2-mRQoFRNSY7K15HYBuwQ0KphYxO_MJswkuT-CECVXE6yw2&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQbvA33Y9hc_uxZAfKOWZLwXcRSaynftT-g5ulYUDp-90NHca0&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE'];{'Eigenschaften': 'Nachfüllpack, Feuchtigkeitsspendend'}
1000 ml Flüssigseife-Refill;PF0101SL01LFI;nan;Liquid Soap Marseille 1L Refill FIG OF PROVENCE;3551780000034;1000 ml;17,00 €;34,00 €;6;nan; 	-     ;Die nach traditionellen Methoden gefertigte Liquid Marseille Soap Fig of Provence von La Compagnie de Provence zählt zu den Flüssigseifen der besonderen Art. Die Flüssigseife ist mit verschiedenen Ölen angereichert und überzeugt gleichzeitig mit einer süßen, fruchtigen Note nach frischer Feige. Zu den Inhaltsstoffen zählt zum Beispiel feines Süßmandelöl aus der Provence, das die Haut vor dem Austrocknen schützt. Kokosöl aus getrocknetem Fruchtfleisch sorgt für eine cremige Textur und wirkt pflegend und schützend. Das verwendete Traubenkernöl ist reich an Omega-6-Säuren und schützt die Haut der Hände vor vorzeitiger Alterung.Flüssigseifen aus der Provence zur nachhaltigen Reinigung und PflegeDie Liquid Marseille Soap Fig of Provence wird von La Compagnie de Provence in einer praktischen PET-Pumpflasche präsentiert, die nachfüllbar ist. Für die Reinigung der Hände sind ein oder zwei Pumpstöße ausreichend. Die Flüssigseife bildet in Verbindung mit lauwarmem Wasser einen feinen Schaum, der herrlich süß duftet. Die Handseife ist auch für die tägliche Körperpflege geeignet. Die Liquid Marseille Soap Fig of Provence von La Compagnie de Provence besteht zu mindestens 95 Prozent aus natürlichen Inhaltsstoffen. Die Flüssigseife ist für alle normalen Hauttypen geeignet.;['https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSb4KkihCecXR3q998tfqtPmFyQUT5I4ogWCVdWc8XFN40yTS19zcdgJ2cWDZuzCYZyM03gG_jeogP_wddYDDgl7V85_26ZBA&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSKaYJBAv0x1r7Q_UnKwPpgV0PcIHaLskciWbubcKfwtWQSh3SrXacjgLB2N3CiluXG0FhSAwAn9yUyyyis_36f8bk8Ny7RZA&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTX4NaEtH0n9SAeFjxPe5RlZRAsG9Mr46fFKtztmdAEKyBFA7lw5k2CoM8P4FayJNKiLzziwZN7yC_dEdYX0OLIeo8c5c_rVQ&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTK0ebwW85k_GJirtdy2Q9UjQOo7SsUQpxlxPVH7DZAe6qXosiLAo5GheTWvYyZLkr8fnhKS4qQUvoQM7TTVXgmMzPg_x6X&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR4bxgrMUt0JFWahfnWi3rCjKskhmNFJtum1M-FYgQZfWP-XWr9h9xJUWjWmLfCBxHIG73ipoicwAJput_hWTjJLt__I5xI&usqp=CAE'];
1000 ml Flüssigseife-Refill;PF0101SL01LRO;nan;Liquid Soap Marseille 1L Refill WILD ROSE;3551780000096;1000 ml;17,00 €;34,00 €;6;nan; 	-     ;Die Compagnie de Provence Liquid Marseille Soap Wild Rose wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Wild Rose Mit dem sinnlichen Duft von Rosen Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.;['https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQDEXVQ7tF-kNhYwaoaxCVX2HrOdecllksBCM0oY4u18QGB1aVA&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRRAXLSYlq3UhwNYGHfTMaui_-ku-p7T2axVPuEdk6s-8QNCE4&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQmgxfRt08VzeTYimqCxlx1s-rXGxvPoBvVeWIO_SseMS_tAh_1BFf9k3l_ngMloDpEPntSjlua9N0s7bBZWwObpsQrIMei&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE'];{'Eigenschaften': 'Nachfüllpack, Feuchtigkeitsspendend'}
1000 ml Flüssigseife-Refill;PF0101SL01LVE;nan;Liquid Soap Marseille 1L Refill FRESH VERBENA;3551780000102;1000 ml;17,00 €;34,00 €;6;nan; 	-     ;Die Compagnie de Provence Liquid Marseille Soap Fresh Verbena wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Fresh Verbena Mit dem frischen, zitronigen Duft von Verbena Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.;['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSlzACs8AseL19TvLizaHMQ4DHfvLQXqwMG85rNqiVADCndeNIqwMpJzvbbKLrqM_wDjsjInTtjeLNEQH_gCRELSANcKJ9s&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQxRyP6dcQFpo_xy0Y8nk9ijwGGgaRWSVr6EI5TM1kFH8dTSR2YhCqWOjtHyQY_qnRIslsi0XH1cLps00XSFP1o92zhXgu5BQ&usqp=CAE', 'https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTzQvrtw6ItIfSl-rkafSIx8K6zhBWhJ1GOSmgOVmT3YOV_ZwYXv7HsX7Ty9G731Lf_A_k2T98JtOEpOMnwL8-SP48xFa88RA&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE'];{'Eigenschaften': 'Nachfüllpack, Feuchtigkeitsspendend'}
1000 ml Flüssigseife-Refill;PF0101SL01LPA;nan;Liquid Soap Marseille 1L Refill PINK GRAPEFRUIT;3551780000089;1000 ml;17,00 €;34,00 €;6;nan; 	-     ;Die Compagnie de Provence Liquid Marseille Soap Pink Grapefruit wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Pink Grapefruit Mit dem frischen, fruchtigen Duft von pinker Grapefruit Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.;['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRZZuaarx9qgkKPDezh5rHxPPWqTIGy8LxqCj6ewB-BsBNAjR0&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR58lAQGMBMdY_a10UWMCNsL4OYcIAJ7nRjn8FnCuX2Keu3-3iC&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSmz0q-zn2KRedYwzNnwh8rwp8nkmx3frr0LuBsATcFC9tOXHXegbq8gsNbb0L678wGmfdajVK2GVnSerNDzYkZmkiBm8N2&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQdnOykNWRmYWW6Ye8YXAkW6AkuJchzJ9e0R63vo1zJrUbgNJrADi_PSo5Anhrd7feCEMY5A48hAuYYFy5DHF21_w_Rb6aI&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQF8De4hCnEVwecfI7k5gpT1W9OKeoA9lFQpp4tennpTnpvZLp4gv8TIIbIrtgima-urnyyzXKrJHWIpXv5KRSWGEXr4icj&usqp=CAE'];{'Eigenschaften': 'Nachfüllpack'}
1000 ml Flüssigseife-Refill;PF0101SL01LCO;nan;Liquid Soap Marseille 1L Refill COTTON FLOWER;3551780000027;1000 ml;17,00 €;34,00 €;6;nan; 	-     ;Die Compagnie de Provence Liquid Marseille Soap Cotton Flower wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Cotton Flower Mit dem pudrig-blumigen Duft von Baumwolle Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.;['https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRYvc4WOXY-CtdsNM3rA8ZwYFDLG-WsNhlClyHRkYnBnWE-k5me_TZEFZPS1n6THYDtQhscNijWzBSVRWzvGjcBaT7BuKHFfw&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRS--wYSqRK42CVicAuMilUPY2CIciwL1-uDXMoMG962gblqkRvIj-wHgVt1EjoOL1S8QUL3XXBVrjs1OS9e4gnYmpFWAhP&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSJyh0U0X9uo4IqXC4Igo0ArS6V-eMMAbqolzis2wDuOtcnZtMtxiSCCVv2wcfG4WjYVekTzY_K7RGissHzMlPS4sorWQ41&usqp=CAE'];{'Eigenschaften': 'Nachfüllpack, Feuchtigkeitsspendend'}
1000 ml Flüssigseife-Refill;PF0101SL01LBO;nan;Liquid Soap Marseille 1L Refill OLIVE WOOD;3551780000010;1000 ml;17,00 €;34,00 €;6;nan; 	-     ;Die Compagnie de Provence Liquid Marseille Soap Olive Wood wird nach alter Tradition in einem Kessel verseift und ist mit pflanzlichen Ölen von lokalen Produzenten angereichert. Sie verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Eigenschaften der Compagnie de Provence Liquid Marseille Soap Olive Wood Mit dem sinnlichen, holzigen Duft von Olivenholz Formel mit mindestens 95% der Inhaltsstoffe aus natürlichen Ursprung Mit Pflanzenölen wie Oliven-, Traubenkern- & Süßmandelöl aus Frankreich Traditionell hergestellt Für häufiges Händewaschen geeignet Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspüen. Nur zur äußerlichen Anwendung. Über Compagnie de Provence 1990 haben sich zwei Freunde aus Marseille zusammen getan und Compagnie de Provence gegründet. Das Ziel war es die traditionelle Marseiller Seife, den lokalen Schatz, mit der ganzen Welt zu teilen. Die authentische Marseiller Seife ist aus pflanzlichen Ölen und frei von Farbstoffen und synthetischen Zusätzen. Sie ist für Hände und Körper geeignet, aber auch zum Reinigen von Böden oder Wäsche. Inspiriert von den Vorteilen der ikonischen Seife, stellt Compagnie De Provence Produkte für den täglichen Gebrauch mit simplen, natürlichen und effektiven Inhaltsstoffen her.;['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS66BY6TAE4C6pamIkQgM8yxkvr0iKCo3zWhuEdHr4wciL2kv1v8QVqQR-LqtGLibmf1TKIH2c9zG3tbpQSY0Q2c3CyVP7EHw&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT3QjPYFukzvsc5yAEP07h9h6WWNfHkguRX63Y4Q1IChxDWji_F5YzdCoOQ-gtGkcKzFTo8RS1bZJ4uQMA_3HOiwn4U36XcUA&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTcGH8wpJ_RKt5JSUDXFKPXckh9Pocgf8gJriw_syHCy3FqQYhOkLqLfm2xewxzE0Gl5Ksg6lqukVaTjeRSJFHnFvUJUKXh&usqp=CAE', 'https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS2P0Qdq9IMwHQW_S2c2_YxaqYhHqLt86oh2Kf4w7wGftghFOgq1_eq0xvOwStuuyNKlAsRJPRPhFVQx8yOpBdLzpxOjEwb&usqp=CAE', 'https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUH0l8QxvaRpAzbvqxB2SYoK17COTouICs_I2UIOuo2x4AnHzOSJVhOTut2a0uk0WMWcrXYjIfEM0-Hfs9FG0EjM-qQb_hyQ&usqp=CAE', 'https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRC7rB7nBYICxgVBOl3UTrgpi1qnaHin7JgTGIYMYVEDmTJWOMDxOKj1VHD79iyVnwF4KE8MQZlVcRo8wUEXLuZzQcvVk35LQ&usqp=CAE'];{'Eigenschaften': 'Nachfüllpack, Feuchtigkeitsspendend'}
3 L Flüssigseife-Refill;PF0101SL03LCO;nan;"Liquid Soap Marseille 3L Refill COTTON FLOWER (Wird erst auf Anfrage bestellt)";3551780009686;3 L;35,00 €;70,00 €;3;nan; 	-     ;Nach alter Tradition in einem Kessel verseift, ist unsere flüssige Marseille-Seife mit pflanzlichen Ölen angereichert und verwandelt sich in einen leichten und cremigen Schaum, der die Haut sanft reinigt. Präsentiert in einer Glaspumpflasche mit elegantem Design, wird sie in Ihrer Küche oder Ihrem Badezimmer großartig aussehen. Wir lieben: - seine Formel mit mindestens 95% der Inhaltsstoffe natürlichen Ursprungs*. - seine Auswahl an Pflanzenölen aus Partnerschaften mit lokalen Produzenten: Olivenöl und Süßmandelöl aus der Provence, Traubenkernöl aus Frankreich. - seine praktische, unzerbrechliche und recycelbare PET-Pumpflasche, perfekt für das Badezimmer. - sein köstlich süchtig machender Mandel-Duft, der in Grasse kreiert wurde. *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten. Anwendung: Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;['https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ0UQ1TEKK-GpMMziVSN-zdxjbV9mxa7NSvQNP8iQAgTjXMHUrl22krv0jBLSJ2m0lhvq06r2lu99OgFt7w2KhnLgsXEmjw&usqp=CAE'];
3 L Flüssigseife-Refill;PF0101SL03LVE;nan;"Liquid Soap Marseille 3L Refill FRESH VERBENA 
(Wird erst auf Anfrage bestellt)";3551780009693;3 L;35,00 €;70,00 €;3;nan; 	-     ;La Compagnie de Provence Liquid Marseille Soap Fresh Verbena Anwendung: Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen. Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;['https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQZKlW6Tt9Tf3r5imieoNIcKZPe4ES-Z6wNLzQhUgbjCcCd_CkfMpZrwvhGGL8gXC-h_rStLbVYuKUxTK8zKEi9YKSrGDaZ6g&usqp=CAE'];{'Eigenschaften': 'Nachfüllpack'}
100 g Stückseife;PF0101SS100ME;nan;Scented Soap 100g MEDITERRANEAN SEA;3551780000461;100g;3,50 €;7,00 €;12;6.0; 	21,00 € ;Made in Frankreich. Zone: körper, hände. Funktion: gesichtsreiniger. Neu mit Designerverpackung;['https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSHm0rzjUC_MTr1qcCvTb0vnb9cNgwm9u6aAMo4HiHWxdvOKzIKrVtoKV3blZ6NmH2HZK2hRto8Q1tYZjrpruBl8Ilb2ssQ&usqp=CAE'];
